Spectrum,Observed,Ritz,Transition,Rel.,Aki,fik,Acc.,Ei           Ek,Lower level,Upper level,gi   gk,Type,TP,Line
C I,,1194.93,8368.72,,13000.0,0.00017,D,10.018083033   -     11.055672,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).8d | 2[1/2]* | 1,5 - 3,,T5520LS,
C I,,1195.98,8361.3,,2600.0,6e-05,D,10.018083033   -     11.05475,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).8d | 2[3/2]* | 2,5 - 5,,T5520LS,
C I,,1196.139,8360.23,,3400.0,0.00012,D,10.01574721    -     11.052284,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<3/2>).8d | 2[5/2]* | 2,3 - 5,,T5520LS,
C III,,1198.447,8344.13,,16100000.0,0.578,B,38.367799      -     39.402339,1s2.2s.4s       | 3S   | 1,1s2.2s.4p            | 3P*     | 2,3 - 5,,T5633LS,
C I,,1198.65,8342.74,,2500.0,7e-05,D,10.018083033   -     11.052451,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).8d | 2[5/2]* | 3,5 - 7,,T5520LS,
C I,,1198.841,8341.39,,15000.0,0.00033,D,10.018083033   -     11.052284,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).8d | 2[5/2]* | 2,5 - 5,,T5520LS,
C III,,1199.136,8339.34,,16100000.0,0.347,B,38.367799      -     39.401746,1s2.2s.4s       | 3S   | 1,1s2.2s.4p            | 3P*     | 1,3 - 3,,T5633LS,
C III,,1199.459,8337.09,,16000000.0,0.115,B,38.367799      -     39.401467,1s2.2s.4s       | 3S   | 1,1s2.2s.4p            | 3P*     | 0,3 - 1,,T5633LS,
C I,1199.808,1199.82274,8334.66,12000bl(Ni),210000.0,0.006,E,9.689130559   -     10.72248485,2s2.2p.4s       | 3P*  | 2,2s2.2p.(2P*<3/2>).5f | 2[5/2]  | 3,5 - 7,,T9787,L9405c186
C I,,1200.77,8328.0,,14000.0,0.00022,D,10.022216175   -     11.05475,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).8d | 2[3/2]* | 2,7 - 5,,T5520LS,
C I,,1203.46,8309.41,,20000.0,0.00042,D,10.022216175   -     11.052451,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).8d | 2[5/2]* | 3,7 - 7,,T5520LS,
C I,,1203.543,8308.8,,17000.0,0.00036,D,10.01574721    -     11.045907,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<1/2>).8d | 2[3/2]* | 1,3 - 3,,T5520LS,
C I,,1203.651,8308.06,,3400.0,5e-05,D,10.022216175   -     11.052284,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).8d | 2[5/2]* | 2,7 - 5,,T5520LS,
C I,,1204.536,8301.96,,50000.0,0.0014,D,10.022216175   -    [11.051527],2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).8d | 2[7/2]* | 4,7 - 9,,T5520LS,
C I,,1205.0,8298.9,,41000.0,0.0015,D,10.01574721    -     11.0447,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<1/2>).8d | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1206.278,8289.96,,5000.0,7e-05,D,10.018083033   -     11.045907,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<1/2>).8d | 2[3/2]* | 1,5 - 3,,T5520LS,
C I,,1207.63,8280.67,,44000.0,0.0013,D,10.018083033   -     11.044755,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<1/2>).8d | 2[5/2]* | 3,5 - 7,,T5520LS,
C I,,1207.7,8280.0,,8000.0,0.00017,D,10.018083033   -     11.0447,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<1/2>).8d | 2[3/2]* | 2,5 - 5,,T5520LS,
C I,1208.7783,1208.77828,8272.816,30000,1300000.0,0.036,D,9.697491047   -     10.72318948,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<3/2>).5f | 2[9/2]  | 4,7 - 9,,T9787,L12175c183
C I,1209.121,1209.12373,8270.47,4300bl,900000.0,0.028,D,9.69545167    -     10.7208571,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<3/2>).5f | 2[7/2]  | 3,5 - 7,,T9787,L9405c186
C I,1211.5044,1211.50664,8254.2,37000bl,,,,9.697491047   -     10.72087957,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<3/2>).5f | 2[7/2]  | 4,7 - 9,,,L12175c183
C III,,1211.72,8252.73,,5660000.0,0.174,B,41.301394      -     42.324602,1s2.2p.(2P*).3p | 1D   | 2,1s2.2p.(2P*).3d      | 1F*     | 3,5 - 7,,T5633,
C II,,1211.97,8251.04,,270000.0,0.006,C,22.130595      -     23.15359,2s2.5d          | 2D   | 3/2,2s2.7p               | 2P*     | 3/2,4 - 4,,T10276,
C II,,1212.01,8250.79,,2440000.0,0.0359,B,22.130626      -     23.15359,2s2.5d          | 2D   | 5/2,2s2.7p               | 2P*     | 3/2,6 - 4,,T7476,
C II,,1212.11,8250.07,,2720000.0,0.0299,B,22.130595      -     23.15347,2s2.5d          | 2D   | 3/2,2s2.7p               | 2P*     | 1/2,4 - 2,,T7476,
C I,,1212.51,8247.34,,5000.0,0.00012,D,10.022216175   -     11.044755,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<1/2>).8d | 2[5/2]* | 3,7 - 7,,T5520LS,
C I,,1212.6,8246.7,,210.0,3.4e-06,D,10.022216175   -     11.0447,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<1/2>).8d | 2[3/2]* | 2,7 - 5,,T5520LS,
C I,1213.87822,1213.87843,8238.0587,160000,5400000.0,0.14,D+,9.701759406   -     10.72314833,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<3/2>).5f | 2[9/2]  | 5,9 - 11,,T9787,L12175c183
C I,1216.5823,1216.58076,8219.748,9200,700000.0,0.016,D,9.701759406   -     10.72087957,2s2.2p.3d       | 3F*  | 4,2s2.2p.(2P*<3/2>).5f | 2[7/2]  | 4,9 - 9,,T9787,L12175c183
C I,1217.2158,1217.21511,8215.47,37000,3700000.0,0.11,D+,9.69545167    -     10.71404072,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<1/2>).5f | 2[7/2]  | 3,5 - 7,,T9787,L12175c183
C I,1217.5913,1217.59098,8212.936,17000,420000.0,0.013,D,9.69545167    -     10.71372629,2s2.2p.3d       | 3F*  | 2,2s2.2p.(2P*<1/2>).5f | 2[5/2]  | 3,5 - 7,,T9787,L12175c183
C I,1219.6314,1219.6273,8199.199,16000,3900000.0,0.11,D+,9.697491047   -     10.71406552,2s2.2p.3d       | 3F*  | 3,2s2.2p.(2P*<1/2>).5f | 2[7/2]  | 4,7 - 9,,T9787,L9405c186
C III,,1219.75,8198.4,,1160000.0,0.0776,B,41.970428      -     42.986900,1s2.2s.5s       | 1S   | 0,1s2.2p.(2P*).3d      | 1P*     | 1,1 - 3,,T5633,
C I,1220.8347,1220.8362,8191.117,51000p,240000.0,0.005,E,9.708910751   -     10.7244786,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<3/2>).5f | 2[3/2]  | 2,5 - 5,,T9787,L12175c183
C V,,1217.1,8216.0,,2411000.0,0.1617,AA,(353.5004)       -   (354.51908),1s.3s           | 1S   | 0,1s.3p                | 1P*     | 1,1 - 3,,T5997,
C I,1223.236,1223.23763,8175.04,1300,240000.0,0.008,E,9.708910751   -     10.72248485,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<3/2>).5f | 2[5/2]  | 3,5 - 7,,T9787,L9405c186
C I,1224.8291,1224.82875,8164.405,11000,1000000.0,0.022,D,9.710227435   -     10.72248485,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<3/2>).5f | 2[5/2]  | 3,7 - 7,,T9787,L12175c183
C I,1225.2028,1225.20531,8161.914,8900,2100000.0,0.06,D,9.708910751   -     10.7208571,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<3/2>).5f | 2[7/2]  | 3,5 - 7,,T9787,L9405c186
U I,1225.381,,8160.73,100,,,,,|      |,|         |,,,,u10
C I,1226.7747,1226.77422,8151.4558,38000,3400000.0,0.1,D+,9.710227435   -     10.72087957,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<3/2>).5f | 2[7/2]  | 4,7 - 9,,T9787,L12175c183
C I,1228.122,1228.1246,8142.51,8500,450000.0,0.017,D,9.71295903    -     10.7224999,2s2.2p.4s       | 1P*  | 1,2s2.2p.(2P*<3/2>).5f | 2[5/2]  | 2,3 - 5,,T9787,L9405c186
C I,1231.7347,1231.7367,8118.631,32000q,3200000.0,0.12,D,9.70715841    -     10.71373880,2s2.2p.3d       | 3D*  | 1,2s2.2p.(2P*<1/2>).5f | 2[5/2]  | 2,3 - 5,,T9787,L12175c183
C I,1233.8841,1233.88473,8104.489,2800,370000.0,0.008,E,9.708910751   -     10.71373880,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<1/2>).5f | 2[5/2]  | 2,5 - 5,,T9787,L12175c183
C I,1233.9025,1233.90009,8104.368,20000p,1500000.0,0.05,D,9.708910751   -     10.71372629,2s2.2p.3d       | 3D*  | 2,2s2.2p.(2P*<1/2>).5f | 2[5/2]  | 3,5 - 7,,T9787,L12175c183
C I,1235.1061,1235.10156,8096.471,14000,350000.0,0.01,E,9.710227435   -     10.71406552,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<1/2>).5f | 2[7/2]  | 4,7 - 9,,T9787,L9405c186
C I,1235.515,1235.51909,8093.79,20000bl,33000.0,0.0007,E,9.710227435   -     10.71372629,2s2.2p.3d       | 3D*  | 3,2s2.2p.(2P*<1/2>).5f | 2[5/2]  | 3,7 - 7,,T9787,L9405c186
C I,,1238.221,8076.1,,390000.0,0.009,D,9.98852478    -     10.989834,2s2.2p.4p       | 1P   | 1,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 1,3 - 3,,T5520,
C I,,1239.93,8064.95,,22000.0,0.0005,D,10.055746371   -     11.055672,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<3/2>).8d | 2[1/2]* | 1,3 - 3,,T5520LS,
C I,,1240.1,8064.1,,22000.0,0.00017,D,10.055746371   -     11.05557,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<3/2>).8d | 2[1/2]* | 0,3 - 1,,T5520LS,
C I,,1241.07,8057.5,,22000.0,0.0008,D,10.055746371   -     11.05475,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<3/2>).8d | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1251.51133,7990.33918,,2700.0,0.00011,C,8.64039604    -      9.631071843,2s2.2p.3p       | 3D   | 1,2s2.2p.3d            | 1D*     | 2,3 - 5,,T6070,
C I,,1251.98387,7987.3233,,8800.0,0.00021,C,8.771134696   -      9.76143658,2s2.2p.3p       | 3S   | 1,2s2.2p.3d            | 1P*     | 1,3 - 3,,T6070,
C III,,1254.611,7970.6,,1840000.0,0.13,B,40.875778      -     41.864006,1s2.2p.(2P*).3p | 3P   | 0,1s2.2p.(2P*).3d      | 3D*     | 1,1 - 3,,T5633LS,
C I,,1254.83963,7969.14583,,19000.0,0.00046,C,8.643023685   -      9.631071843,2s2.2p.3p       | 3D   | 2,2s2.2p.3d            | 1D*     | 2,5 - 5,,T6070,
C I,1255.29318,1255.29328,7966.2665,200000,3800000.0,0.27,B,8.84658790    -      9.83427899,2s2.2p.3p       | 3P   | 0,2s2.2p.3d            | 3P*     | 1,1 - 3,,"T6070n,T4828n",L12175c183
C III,,1255.9,7962.42,,2480000.0,0.0977,B,40.878392      -     41.865607,1s2.2p.(2P*).3p | 3P   | 1,1s2.2p.(2P*).3d      | 3D*     | 2,3 - 5,,T5633LS,
C I,1256.4854,1256.48513,7958.7082,70000,3200000.0,0.1,D+,9.73643528    -     10.72318948,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<3/2>).5f | 2[9/2]  | 4,7 - 9,,T9787,L12175c183
C II,,1256.54,7958.38,,248000.0,0.00587,B,22.041235      -     23.027948,2s.2p.(3P*).3s  | 2P*  | 1/2,2s2.7s               | 2S      | 1/2,2 - 2,,T5109LS,
C I,1256.55735,1256.55729,7958.252,250000,12700000.0,0.1,B,8.848124381   -      9.83482192,2s2.2p.3p       | 3P   | 1,2s2.2p.3d            | 3P*     | 0,3 - 1,,"T6070n,T4828n",L12175c183
C I,1257.24908,1257.24909,7953.8734,180000,3600000.0,0.084,B,8.848124381   -      9.83427899,2s2.2p.3p       | 3P   | 1,2s2.2p.3d            | 3P*     | 1,3 - 3,,"T6070n,T4828n",L12175c183
C III,,1257.939,7949.51,,1370000.0,0.0325,B,40.878392      -     41.864006,1s2.2p.(2P*).3p | 3P   | 1,1s2.2p.(2P*).3d      | 3D*     | 1,3 - 3,,T5633LS,
C I,1258.50558,1258.50557,7945.9322,280000,2450000.0,0.097,B,8.848124381   -      9.833294423,2s2.2p.3p       | 3P   | 1,2s2.2p.3d            | 3P*     | 2,3 - 5,,"T6070n,T4828n",L12175c183
C III,,1258.737,7944.47,,3290000.0,0.109,B,40.882992      -     41.867981,1s2.2p.(2P*).3p | 3P   | 2,1s2.2p.(2P*).3d      | 3D*     | 3,5 - 7,,T5633LS,
C I,,1259.43336,7940.0787,m,900000.0,0.028,D,9.73643528    -     10.72087957,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<3/2>).5f | 2[7/2]  | 4,7 - 9,,T9787,L12175
C II,,1259.54,7939.41,,492000.0,0.00585,B,22.043587      -     23.027948,2s.2p.(3P*).3s  | 2P*  | 3/2,2s2.7s               | 2S      | 1/2,4 - 2,,T5109LS,
C I,1260.49372,1260.49371,7933.3993,330000,5100000.0,0.072,B,8.850662829   -      9.83427899,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 3P*     | 1,5 - 3,,"T6070n,T4828n",L12175c183
C I,1261.756686,1261.756686,7925.4583,810000,9400000.0,0.224,B,8.850662829   -      9.833294423,2s2.2p.3p       | 3P   | 2,2s2.2p.3d            | 3P*     | 2,5 - 5,,"T6070n,T4828n",L12175c183
C III,,1261.779,7925.32,,816000.0,0.0195,B,40.882992      -     41.865607,1s2.2p.(2P*).3p | 3P   | 2,1s2.2p.(2P*).3d      | 3D*     | 2,5 - 5,,T5633LS,
C III,,1263.837,7912.41,,90200.0,0.0013,B,40.882992      -     41.864006,1s2.2p.(2P*).3p | 3P   | 2,1s2.2p.(2P*).3d      | 3D*     | 1,5 - 3,,T5633LS,
C I,1268.2099,1268.21157,7885.13,23000,800000.0,0.025,D,9.73643528    -     10.71406552,2s2.2p.3d       | 1F*  | 3,2s2.2p.(2P*<1/2>).5f | 2[7/2]  | 4,7 - 9,,T9787,L12175c183
C I,,1271.3,7866.0,,24000.0,0.00019,D,10.01574721    -     10.99100,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 0,3 - 1,,T5520LS,
C I,,1271.54,7864.45,,6000.0,0.00014,D,10.01574721    -     10.99081,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 1,3 - 3,,T5520LS,
C I,,1272.43,7858.96,,28000.0,0.002,D,10.08128590    -     11.055672,2s2.2p.4p       | 3P   | 0,2s2.2p.(2P*<3/2>).8d | 2[1/2]* | 1,1 - 3,,T5520LS,
C I,,1272.81,7856.7,,240.0,1e-05,D,10.01574721    -     10.98985,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1274.6,7845.61,,18000.0,0.00026,D,10.018083033   -     10.99081,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 1,5 - 3,,T5520LS,
C I,,1274.83,7844.2,,21000.0,0.0005,D,10.083115460   -     11.055672,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).8d | 2[1/2]* | 1,3 - 3,,T5520LS,
C I,,1275.0,7843.4,,80000.0,0.0007,D,10.083115460   -     11.05557,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).8d | 2[1/2]* | 0,3 - 1,,T5520LS,
C I,,1275.87,7837.8,,3500.0,9e-05,D,10.018083033   -     10.98985,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 2,5 - 5,,T5520LS,
C I,,1276.03,7836.8,,21000.0,0.0008,D,10.083115460   -     11.05475,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).8d | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1277.8,7825.96,,34000.0,0.0005,D,10.085377438   -     11.055672,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).8d | 2[1/2]* | 1,5 - 3,,T5520LS,
C I,,1278.395,7822.311,,6000.0,0.00025,D,10.01574721    -     10.985590,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<3/2>).7d | 2[5/2]* | 2,3 - 5,,T5520LS,
C I,,1279.01,7818.5,,60000.0,0.0015,D,10.085377438   -     11.05475,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).8d | 2[3/2]* | 2,5 - 5,,T5520LS,
C I,,1279.285,7816.87,,7000.0,0.00027,D,10.083115460   -     11.052284,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<3/2>).8d | 2[5/2]* | 2,3 - 5,,T5520LS,
C I,,1281.22,7805.03,,4500.0,0.00015,D,10.018083033   -     10.985784,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).7d | 2[5/2]* | 3,5 - 7,,T5520LS,
C I,,1281.32,7804.5,,19000.0,0.00034,D,10.022216175   -     10.98985,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 2,7 - 5,,T5520LS,
C I,,1281.481,7803.471,,28000.0,0.0007,D,10.018083033   -     10.985590,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).7d | 2[5/2]* | 2,5 - 5,,T5520LS,
C I,,1281.75,7801.83,,3300.0,0.00014,D,10.01574721    -     10.983051,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<3/2>).8s | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1282.06,7799.98,,9000.0,0.0003,D,10.085377438   -     11.052451,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).8d | 2[5/2]* | 3,5 - 7,,T5520LS,
C I,,1282.277,7798.63,,2200.0,5e-05,D,10.085377438   -     11.052284,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<3/2>).8d | 2[5/2]* | 2,5 - 5,,T5520LS,
C I,,1284.853,7782.99,,50000.0,0.0012,D,10.018083033   -     10.983051,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<3/2>).8s | 2[3/2]* | 2,5 - 5,,T5520LS,
C I,,1285.315,7780.2,,5000.0,0.00036,D,10.08128590    -     11.045907,2s2.2p.4p       | 3P   | 0,2s2.2p.(2P*<1/2>).8d | 2[3/2]* | 1,1 - 3,,T5520LS,
C I,,1285.98,7776.17,,30000.0,0.0007,D,10.01574721    -     10.979870,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<1/2>).7d | 2[3/2]* | 1,3 - 3,,T5520LS,
C I,,1286.72,7771.7,,35000.0,0.0009,D,10.022216175   -     10.985784,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).7d | 2[5/2]* | 3,7 - 7,,T5520LS,
C I,,1286.979,7770.135,,6000.0,0.00011,D,10.022216175   -     10.985590,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).7d | 2[5/2]* | 2,7 - 5,,T5520LS,
C I,,1287.557,7766.646,,80000.0,0.002,D,10.01574721    -     10.9786886,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 1,3 - 3,,T5520LS,
C I,,1287.757,7765.44,,3600.0,9e-05,D,10.083115460   -     11.045907,2s2.2p.4p       | 3P   | 1,2s2.2p.(2P*<1/2>).8d | 2[3/2]* | 1,3 - 3,,T5520LS,
C I,,1288.403,7761.55,,100000.0,0.0031,D,10.022216175   -    [10.984525],2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).7d | 2[7/2]* | 4,7 - 9,,T5520LS,
C I,,1288.439,7761.33,,330000.0,0.0027,D,10.01574721    -     10.978030,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 0,3 - 1,,T5520LS,
C I,,1288.5,7761.1,,80000.0,0.0034,D,10.01574721    -     10.97799,2s2.2p.4p       | 3D   | 1,2s2.2p.(2P*<1/2>).7d | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1289.103,7757.33,,10000.0,0.00015,D,10.018083033   -     10.979870,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<1/2>).7d | 2[3/2]* | 1,5 - 3,,T5520LS,
C I,1290.0745,1290.0732,7751.491,8300,1400000.0,0.06,D,9.76143658    -     10.7224999,2s2.2p.3d       | 1P*  | 1,2s2.2p.(2P*<3/2>).5f | 2[5/2]  | 2,3 - 5,,T9787,L12175c183
C I,,1290.38,7749.66,,270000.0,0.005,D,10.022216175   -     10.983051,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<3/2>).8s | 2[3/2]* | 2,7 - 5,,T5520LS,
C I,,1290.688,7747.806,,250000.0,0.0037,D,10.018083033   -     10.9786886,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 1,5 - 3,,T5520LS,
C I,,1290.79,7747.2,,240.0,3.6e-06,D,10.085377438   -     11.045907,2s2.2p.4p       | 3P   | 2,2s2.2p.(2P*<1/2>).8d | 2[3/2]* | 1,5 - 3,,T5520LS,
C I,,1291.37,7743.73,,90000.0,0.003,D,10.018083033   -     10.978183,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<1/2>).7d | 2[5/2]* | 3,5 - 7,,T5520LS,
C I,,1291.6,7742.2,,15000.0,0.00038,D,10.018083033   -     10.97799,2s2.2p.4p       | 3D   | 2,2s2.2p.(2P*<1/2>).7d | 2[3/2]* | 2,5 - 5,,T5520LS,
C I,1295.341,1295.3368,7719.97,2100,110000.0,0.0028,B,9.631071843   -     10.5882298,2s2.2p.3d       | 1D*  | 2,2s2.2p.5p            | 1D      | 2,5 - 5,,T5520,L9405c186
C I,,1296.95,7710.4,,11000.0,0.00027,D,10.022216175   -     10.978183,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<1/2>).7d | 2[5/2]* | 3,7 - 7,,T5520LS,
C I,,1297.2,7708.9,,420.0,8e-06,D,10.022216175   -     10.97799,2s2.2p.4p       | 3D   | 3,2s2.2p.(2P*<1/2>).7d | 2[3/2]* | 2,7 - 5,,T5520LS,
C I,1297.409,1297.41032,7707.67,28000bl,15000.0,0.00037,C,7.68476777    -      8.64039604,2s2.2p.3s       | 1P*  | 1,2s2.2p.3p            | 3D      | 1,3 - 3,,"T6070,u24",L9405c186
C IV,,1298.3,7702.4,,10800000.0,0.273,B,[60.00195]      -    [60.95693],1s2.7p          | 2P*  | 1/2,1s2.8s               | 2S      | 1/2,2 - 2,,T3127LS,
C IV,,1298.7,7700.0,,21600000.0,0.273,B,[60.00225]      -    [60.95693],1s2.7p          | 2P*  | 3/2,1s2.8s               | 2S      | 1/2,4 - 2,,T3127LS,
C I,,1300.146,7691.442,,36000.0,0.0013,D,9.833294423   -     10.786912,2s2.2p.3d       | 3P*  | 2,2s2.2p.6p            | 3D      | 3,5 - 7,,T5520LS,
C I,,1306.4,7654.626,,9000.0,0.00023,D,9.833294423   -     10.782347,2s2.2p.3d       | 3P*  | 2,2s2.2p.6p            | 3D      | 2,5 - 5,,T5520LS,
C I,,1307.756,7646.685,,27000.0,0.0011,D,9.83427899    -     10.782347,2s2.2p.3d       | 3P*  | 1,2s2.2p.6p            | 3D      | 2,3 - 5,,T5520LS,
C I,,1307.992,7645.308,,1000.0,1.5e-05,D,9.833294423   -     10.781192,2s2.2p.3d       | 3P*  | 2,2s2.2p.6p            | 3D      | 1,5 - 3,,T5520LS,
U I,1309.186,,7638.33,25,,,,,|      |,|         |,,,,u10
C I,,1309.352,7637.367,,15000.0,0.00038,D,9.83427899    -     10.781192,2s2.2p.3d       | 3P*  | 1,2s2.2p.6p            | 3D      | 1,3 - 3,,T5520LS,
C I,,1310.103,7632.988,,20000.0,0.0015,D,9.83482192    -     10.781192,2s2.2p.3d       | 3P*  | 0,2s2.2p.6p            | 3D      | 1,1 - 3,,T5520LS,
C I,1316.4267,1316.42594,7596.321,14000,76000.0,0.002,C,8.771134696   -      9.71295903,2s2.2p.3p       | 3S   | 1,2s2.2p.4s            | 1P*     | 1,3 - 3,,T6070,L12175c183
U I,1318.877,,7582.21,100,,,,,|      |,|         |,,,,u10
C I,,1324.58395,7549.54036,,9700.0,0.00026,C,8.771134696   -      9.70715841,2s2.2p.3p       | 3S   | 1,2s2.2p.3d            | 3D*     | 1,3 - 3,,T6070,
C I,,1325.7,7543.3,,42000.0,0.00037,D,10.055746371   -     10.99100,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 0,3 - 1,,T5520LS,
C I,,1325.94,7541.84,,42000.0,0.0011,D,10.055746371   -     10.99081,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<3/2>).7d | 2[1/2]* | 1,3 - 3,,T5520LS,
C I,,1327.31,7534.0,,42000.0,0.0018,D,10.055746371   -     10.98985,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<3/2>).7d | 2[3/2]* | 2,3 - 5,,T5520LS,
U I,1330.987,,7513.22,75,,,,,|      |,|         |,,,,u10
C I,,1337.039,7479.22,,90000.0,0.0042,D,10.055746371   -     10.983051,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<3/2>).8s | 2[3/2]* | 2,3 - 5,,T5520LS,
C I,,1341.36018,7455.11917,,5600.0,0.00025,C,8.771134696   -      9.69545167,2s2.2p.3p       | 3S   | 1,2s2.2p.3d            | 3F*     | 2,3 - 5,,T6070,
C I,,1343.358,7444.031,,90000.0,0.0025,D,10.055746371   -     10.9786886,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 1,3 - 3,,T5520LS,
C I,,1344.318,7438.72,,90000.0,0.0008,D,10.055746371   -     10.978030,2s2.2p.4p       | 3S   | 1,2s2.2p.(2P*<1/2>).8s | 2[1/2]* | 0,3 - 1,,T5520LS,
C I,1350.596459,1350.596483,7404.1361,890000,6600000.0,0.3,C+,8.771134696   -      9.689130559,2s2.2p.3p       | 3S   | 1,2s2.2p.4s            | 3P*     | 2,3 - 5,,"T6070n,T4828n",L12175c183
C I,,1352.289,7394.87,,59000.0,0.00097,C,10.13817190    -     11.055019,2s2.2p.4p       | 1D   | 2,2s2.2p.(2P*<3/2>).8d | 2[3/2]* | 1,5 - 3,,T5520,
C I,,1355.2427,7378.7522,,7000.0,0.00057,C,8.84658790    -      9.76143658,2s2.2p.3p       | 3P   | 0,2s2.2p.3d            | 1P*     | 1,1 - 3,,T6070,
C I,1356.336622,1356.336605,7372.801,530000,6500000.0,0.18,C+,8.771134696   -      9.685245529,2s2.2p.3p       | 3S   | 1,2s2.2p.4s            | 3P*     | 1,3 - 3,,"T6070n,T4828n",L12175c183
C I,,1357.52264,7366.3596,,30000.0,0.00083,C,8.848124381   -      9.76143658,2s2.2p.3p       | 3P   | 1,2s2.2p.3d            | 1P*     | 1,3 - 3,,T6070,
