v	1-F	EW0	WLobs	WLvald	ID	Trans	cp	M
 9147.96	 0.264	  33	1093.14	1093.15	CN  	CN0-0Q_{21}10.5  	Q4 	B
 9147.00	 0.090	  15	1093.25	1093.26	CN  	CN0-0Q_{21}1.5   	Q5 	B
 9146.95	 0.113	   7	1093.26	1093.26	CN  	CN0-0R_{2}0.5    	Q5 	B
 9146.69	 0.252	  22	1093.29	1093.29	CrI 	                 	Q5 	B
 9146.64	 0.284	  56	1093.30	1093.30	CN  	CN0-0R_{2}10.5   	Q5 	B
 9146.54	 0.224	  33	1093.31	1093.31	CN  	CN0-0Q_{21}11.5  	Q5 	B
 9146.08	 0.010	   2	1093.36	1093.38	CN  	CN2-1P_{2}77.5   	X  	B
 9145.47	 0.049	  12	1093.44	1093.44	CN  	CN0-0Q_{21}0.5   	S  	B
 9144.97	 0.271	  60	1093.50	1093.50	CN  	CN0-0R_{2}11.5   	D  	A
 9144.86	 0.222	  32	1093.51	1093.51	CN  	CN0-0Q_{21}12.5  	D  	B
 9143.59	 0.048	  13	1093.66	1093.67	CN  	CN0-0R_{21}34.5  	S  	B
 9142.93	 0.287	  64	1093.74	1093.74	CN  	CN0-0R_{2}12.5   	D  	A
 9142.88	 0.241	  31	1093.75	1093.75	CN  	CN0-0Q_{21}13.5  	D  	B
 9141.66	 0.087	  17	1093.89	1093.89	CN  	CN0-0Q_{2}0.5    	D  	A
 9141.61	 0.075	   9	1093.90	1093.90	CN  	CN0-0P_{21}1.5   	D  	B
 9141.11	 0.017	   4	1093.96	       	CN  	CN7-6P_{2}15.5   	X  	F
 9140.65	 0.295	  63	1094.01	1094.02	CN  	CN0-0R_{2}13.5   	Q6 	A
 9140.60	 0.288	  29	1094.02	1094.03	CN  	CN0-0Q_{21}14.5  	Q6 	B
 9139.94	 0.118	 163	1094.10	1094.11	HI  	                 	Q6 	A
 9139.33	 0.115	   7	1094.17	1094.17	CN  	CN0-0P_{21}2.5   	Q6 	B
 9139.38	 0.138	  15	1094.17	1094.17	CN  	CN0-0Q_{2}1.5    	Q6 	A
 9138.77	 0.027	   4	1094.24	1094.23	CN  	CN2-1P_{1}78.5   	Q6 	B
 9138.01	 0.292	  58	1094.33	1094.33	CN  	CN0-0R_{2}14.5   	D  	A
 9137.86	 0.177	  33	1094.35	1094.35	CN  	CN0-0Q_{21}15.5  	D  	B
 9137.30	 0.041	   8	1094.42	1094.43	CN  	CN0-0R_{21}35.5  	D  	B
 9137.25	 0.037	   4	1094.42	1094.42	CrI 	                 	D  	B
 9136.84	 0.161	  30	1094.47	1094.47	CN  	CN0-0Q_{2}2.5    	D  	A
 9136.79	 0.132	  13	1094.48	1094.48	CN  	CN0-0P_{21}3.5   	D  	B
 9135.01	 0.282	  66	1094.69	1094.69	CN  	CN0-0R_{2}15.5   	D  	A
 9134.96	 0.265	  26	1094.70	1094.70	CN  	CN0-0Q_{21}16.5  	D  	B
 9134.35	 0.022	   3	1094.77	       	CN  	^13CN0-0R_{2}16.5	X  	F
 9134.10	 0.139	   7	1094.80	1094.80	CN  	CN0-0P_{2}1.5    	T  	A
 9134.00	 0.193	  41	1094.81	1094.81	CN  	CN0-0Q_{2}3.5    	T  	A
 9133.95	 0.158	  17	1094.82	1094.82	CN  	CN0-0P_{21}4.5   	T  	B
 9133.39	 0.033	   4	1094.88	       	CN  	CN7-6P_{1}14.5   	X  	F
 9132.68	 0.024	   5	1094.97	1094.98	FeI 	                 	X  	A
 9131.66	 0.290	  82	1095.09	1095.09	CN  	CN0-0R_{2}16.5   	D  	A
 9131.61	 0.257	  30	1095.10	1095.10	CN  	CN0-0Q_{21}17.5  	D  	B
 9130.90	 0.233	  55	1095.18	1095.18	CN  	CN0-0Q_{2}4.5    	Q4 	A
 9130.85	 0.215	  16	1095.19	1095.19	CN  	CN0-0P_{21}5.5   	Q4 	B
 9130.75	 0.116	   7	1095.20	1095.20	FeI 	                 	Q4 	B
 9130.50	 0.042	   8	1095.23	1095.23	CN  	CN0-0R_{21}36.5  	Q4 	B
 9128.47	 0.040	  11	1095.47	1095.48	MgII	                 	S  	A
 9128.06	 0.274	  10	1095.52	1095.53	CN  	CN0-0P_{2}2.5    	Q6 	B
 9127.96	 0.269	  29	1095.53	1095.54	CN  	CN0-0Q_{21}18.5  	Q6 	B
 9128.01	 0.298	  84	1095.53	1095.53	CN  	CN0-0R_{2}17.5   	Q6 	A
 9127.51	 0.222	  55	1095.59	1095.59	CN  	CN0-0Q_{2}5.5    	Q6 	A
 9127.45	 0.181	  18	1095.60	1095.59	CN  	CN0-0P_{21}6.5   	Q6 	B
 9127.15	 0.297	  85	1095.63	1095.63	MgI 	                 	Q6 	A
 9125.93	 0.020	   4	1095.78	       	U   	                 	S  	F
 9125.22	 0.079	  13	1095.86	       	U   	                 	X  	F
 9124.01	 0.373	  87	1096.01	1096.01	CN  	CN0-0R_{2}18.5   	Q7 	B
 9123.91	 0.445	  28	1096.02	1096.02	CN  	CN0-0Q_{21}19.5  	Q7 	B
 9123.96	 0.415	  25	1096.02	1096.02	CrI 	                 	Q7 	B
 9123.86	 0.449	  64	1096.03	1096.03	CN  	CN0-0Q_{2}6.5    	Q7 	B
 9123.70	 0.210	  19	1096.05	1096.03	CN  	CN0-0P_{21}7.5   	Q7 	B
 9123.50	 0.040	   6	1096.07	1096.08	CN  	CN0-0R_{21}37.5  	Q7 	B
 9123.40	 0.037	   6	1096.08	1096.09	CN  	13CN0-0Q_{2}7.5  	Q7 	E
 9122.69	 0.014	   2	1096.17	1096.16	CN  	13CN0-0R_{2}19.5 	X  	E
 9122.08	 0.060	  11	1096.24	       	CN  	CN7-6Q_{2}23.5   	X  	F
 9121.73	 0.060	  20	1096.28	1096.29	CN  	CN0-0P_{2}3.5    	S  	A
 9120.26	 0.032	   4	1096.46	       	CN  	13CN0-0R_{1}10.5 	D  	F
 9120.21	 0.027	   4	1096.47	       	CN  	13CN0-0R_{1}11.5 	D  	F
 9119.90	 0.281	  64	1096.50	1096.50	CN  	CN0-0Q_{2}7.5    	Q4 	A
 9119.85	 0.268	  18	1096.51	1096.51	CN  	CN0-0P_{21}8.5   	Q4 	B
 9119.70	 0.306	  78	1096.53	1096.53	CN  	CN0-0R_{2}19.5   	Q4 	A
 9119.50	 0.123	  24	1096.55	1096.55	CN  	CN0-0Q_{21}20.5  	Q4 	B
 9119.19	 0.037	   9	1096.59	       	CN  	13CN0-0Q_{2}8.5  	S  	F
 9118.74	 0.288	  53	1096.64	1096.64	CN  	CN0-0R_{1}11.5   	Q4 	B
 9118.69	 0.284	  50	1096.65	1096.65	CN  	CN0-0R_{1}10.5   	Q4 	B
 9118.28	 0.311	  56	1096.70	1096.69	CN  	CN0-0R_{1}12.5   	Q4 	B
 9118.23	 0.266	  46	1096.70	1096.70	CN  	CN0-0R_{1}9.5    	Q4 	B
 9117.47	 0.313	  58	1096.80	1096.79	CN  	CN0-0R_{1}13.5   	Q5 	B
 9117.42	 0.308	  43	1096.80	1096.80	CN  	CN0-0R_{1}8.5    	Q5 	B
 9117.17	 0.302	  15	1096.83	1096.84	MgI 	                 	Q5 	B
 9117.12	 0.390	  70	1096.84	1096.84	MgI 	                 	Q5 	A
 9117.07	 0.437	  98	1096.84	1096.85	MgI 	                 	Q5 	B
 9116.26	 0.270	  76	1096.94	1096.94	CN  	CN0-0R_{1}14.5   	Q5 	B
 9116.10	 0.236	  49	1096.96	1096.96	CN  	CN0-0R_{1}7.5    	Q5 	B
 9116.05	 0.217	   5	1096.97	1096.97	CN  	CN0-0R_{21}38.5  	Q5 	B
 9115.65	 0.249	  20	1097.01	1097.01	CN  	CN0-0P_{21}9.5   	Q5 	B
 9115.70	 0.282	  76	1097.01	1097.01	CN  	CN0-0Q_{2}8.5    	Q5 	B
 9115.04	 0.290	  19	1097.09	1097.08	CN  	CN0-0P_{2}4.5    	Q5 	B
 9114.99	 0.302	  84	1097.09	1097.09	CN  	CN0-0R_{2}20.5   	Q5 	A
 9114.84	 0.209	  24	1097.11	1097.11	CN  	CN0-0Q_{21}21.5  	Q5 	B
 9114.63	 0.267	  78	1097.14	1097.13	CN  	CN0-0R_{1}15.5   	Q5 	A
 9114.33	 0.185	  44	1097.17	1097.17	CN  	CN0-0R_{1}6.5    	Q5 	A
 9113.42	 0.029	   5	1097.28	       	CN  	^13CN0-0R_{2}21.5	D  	F
 9113.32	 0.040	   9	1097.30	       	CN  	CN7-6Q_{1}23.5   	D  	F
 9112.61	 0.251	  93	1097.38	1097.38	CN  	CN0-0R_{1}16.5   	D  	A
 9112.15	 0.194	  46	1097.44	1097.44	CN  	CN0-0R_{1}5.5    	D  	A
 9111.65	 0.025	   5	1097.50	1097.49	CN  	CN2-1P_{2}78.5   	S  	B
 9111.19	 0.285	  70	1097.55	1097.55	CN  	CN0-0Q_{2}9.5    	D  	A
 9111.14	 0.271	  16	1097.56	1097.56	CN  	CN0-0P_{21}10.5  	D  	B
 9110.08	 0.318	  80	1097.69	1097.67	CN  	CN0-0R_{1}17.5   	Q4 	A
 9110.03	 0.320	  80	1097.69	1097.70	CN  	CN0-0R_{2}21.5   	Q4 	A
 9109.83	 0.167	  21	1097.72	1097.72	CN  	CN0-0Q_{21}22.5  	Q4 	B
 9109.52	 0.147	  32	1097.75	1097.76	CN  	CN0-0R_{1}4.5    	Q4 	A
 9108.26	 0.131	  32	1097.90	1097.91	CN  	CN0-0P_{2}5.5    	X  	A
 9108.21	 0.116	   5	1097.91	1097.91	CN  	CN0-0R_{21}39.5  	X  	B
 9107.65	 0.030	   5	1097.98	1097.97	FeI 	                 	X  	B
 9107.35	 0.247	  71	1098.01	1098.02	CN  	CN0-0R_{1}18.5   	S  	A
 9106.38	 0.276	  20	1098.13	1098.13	CN  	CN0-0R_{1}3.5    	X  	B
 9106.28	 0.230	  20	1098.14	1098.14	CN  	CN0-0P_{21}11.5  	X  	B
 9106.33	 0.297	  60	1098.14	1098.13	CN  	CN0-0Q_{2}10.5   	X  	A
 9105.58	 0.486	 191	1098.23	1098.23	SiI 	                 	D  	A
 9105.17	 0.272	  90	1098.28	1098.28	NiI 	                 	D  	A
 9104.61	 0.276	  79	1098.34	1098.35	CN  	CN0-0R_{2}22.5   	Q4 	A
 9104.66	 0.231	   5	1098.34	1098.34	CN  	CN2-1P_{1}79.5   	Q4 	B
 9104.36	 0.092	  21	1098.37	1098.37	CN  	CN0-0Q_{21}23.5  	Q4 	B
 9104.11	 0.260	  79	1098.41	1098.41	CN  	CN0-0R_{1}19.5   	Q4 	A
 9103.30	 0.300	  85	1098.50	1098.51	SiI 	                 	T  	A
 9103.00	 0.068	   4	1098.54	       	CN  	13CN0-0R_{1}20.5 	T  	F
 9102.84	 0.129	  42	1098.56	1098.56	CN  	CN0-0R_{1}2.5    	T  	A
 9101.23	 0.356	 110	1098.75	1098.75	CN  	CN0-0Q_{2}11.5   	T  	A
 9101.07	 0.193	  11	1098.77	1098.77	CN  	CN0-0P_{2}6.5    	T  	B
 9101.12	 0.276	   9	1098.77	1098.76	CN  	CN0-0P_{21}12.5  	T  	B
 9100.47	 0.277	  74	1098.84	1098.85	CN  	CN0-0R_{1}20.5   	S  	A
 9100.06	 0.044	   8	1098.89	1098.90	CN  	13CN0-0Q_{2}12.5 	D  	A
 9099.96	 0.031	   3	1098.91	1098.91	FeI 	                 	D  	B
 9099.00	 0.283	  42	1099.02	1099.02	FeI 	                 	Q4 	A
 9098.90	 0.330	  74	1099.03	1099.04	CN  	CN0-0R_{2}23.5   	Q4 	A
 9098.85	 0.309	  19	1099.04	1099.04	CN  	CN0-0R_{1}1.5    	Q4 	B
 9098.65	 0.088	  20	1099.06	1099.06	CN  	CN0-0Q_{21}24.5  	Q4 	B
 9098.39	 0.051	   6	1099.09	       	CN  	CN6-5P_{2}37.5   	S  	F
 9096.93	 0.021	   5	1099.27	       	CN  	^13CN0-0R_{2}24.5	X  	F
 9096.42	 0.255	  84	1099.33	1099.33	CN  	CN0-0R_{1}21.5   	S  	A
 9095.77	 0.307	  93	1099.41	1099.41	CN  	CN0-0Q_{2}12.5   	T  	A
 9095.72	 0.270	  18	1099.42	1099.42	CN  	CN0-0P_{21}13.5  	T  	B
 9095.51	 0.081	   3	1099.44	1099.44	SiI 	                 	T  	B
 9094.86	 0.014	   2	1099.52	       	CN  	13CN0-0R_{1}22.5 	X  	F
 9094.35	 0.089	  21	1099.58	1099.59	CN  	CN0-0R_{1}0.5    	D  	A
 9094.25	 0.072	   8	1099.60	1099.60	FeI 	                 	D  	B
 9093.95	 0.030	   7	1099.63	1099.63	FeI 	                 	D  	B
 9093.80	 0.229	  61	1099.65	1099.66	CN  	CN0-0P_{2}7.5    	D  	A
 9093.19	 0.018	   5	1099.72	1099.71	CeII	                 	S  	F
 9092.79	 0.267	  83	1099.77	1099.77	CN  	CN0-0R_{2}24.5   	D  	A
 9092.58	 0.132	  19	1099.80	1099.80	CN  	CN0-0Q_{21}25.5  	D  	B
 9092.03	 0.262	  78	1099.86	1099.87	CN  	CN0-0R_{1}22.5   	S  	A
 9091.47	 0.211	  30	1099.93	1099.93	CN  	CN0-0Q_{1}3.5    	Q6 	B
 9091.52	 0.208	  16	1099.93	1099.93	CN  	CN0-0R_{12}2.5   	Q6 	B
 9091.37	 0.236	  17	1099.94	1099.95	CN  	CN0-0R_{12}3.5   	Q6 	B
 9091.42	 0.214	   3	1099.94	1099.93	CN  	CN0-0R_{21}41.5  	Q6 	B
 9091.32	 0.263	  38	1099.95	1099.96	CN  	CN0-0Q_{1}4.5    	Q6 	B
 9091.22	 0.201	  22	1099.96	1099.96	CN  	CN0-0Q_{1}2.5    	Q6 	A
 9091.27	 0.259	  14	1099.96	1099.96	CN  	CN0-0R_{12}1.5   	Q6 	B
 9090.66	 0.230	  18	1100.03	1100.03	CN  	CN0-0R_{12}4.5   	Q4 	B
 9090.61	 0.263	  47	1100.04	1100.04	CN  	CN0-0Q_{1}5.5    	Q4 	A
 9090.56	 0.246	  13	1100.04	1100.04	CN  	CN0-0R_{12}0.5   	Q4 	B
 9090.51	 0.190	  13	1100.05	1100.04	CN  	CN0-0Q_{1}1.5    	Q4 	B
 9090.01	 0.304	  87	1100.11	1100.11	CN  	CN0-0Q_{2}13.5   	D  	A
 9089.96	 0.253	  15	1100.12	1100.12	CN  	CN0-0P_{21}14.5  	D  	B
 9089.55	 0.180	  18	1100.16	1100.17	CN  	CN0-0R_{12}5.5   	D  	B
 9089.50	 0.229	  50	1100.17	1100.17	CN  	CN0-0Q_{1}6.5    	D  	A
 9088.64	 0.040	   8	1100.27	1100.28	CN  	13CN0-0Q_{2}14.5 	X  	E
 9087.94	 0.229	  18	1100.36	1100.36	CN  	CN0-0R_{12}6.5   	X  	B
 9087.89	 0.250	  57	1100.37	1100.37	CN  	CN0-0Q_{1}7.5    	X  	A
 9087.23	 0.254	  73	1100.45	1100.45	CN  	CN0-0R_{1}23.5   	X  	A
 9086.32	 0.276	  78	1100.56	1100.55	CN  	CN0-0R_{2}25.5   	X  	A
 9086.12	 0.162	  17	1100.58	1100.58	CN  	CN0-0Q_{21}26.5  	X  	B
 9086.02	 0.230	  34	1100.59	1100.60	CN  	CN0-0P_{2}8.5    	X  	B
 9085.92	 0.312	  66	1100.60	1100.61	CN  	CN0-0Q_{1}8.5    	X  	A
 9085.97	 0.279	  19	1100.60	1100.60	CN  	CN0-0R_{12}7.5   	X  	B
 9085.41	 0.025	   5	1100.67	       	CN  	CN0-0P_{1}1.5    	X  	F
 9084.25	 0.028	   6	1100.81	1100.81	SiI 	                 	Q8 	A
 9083.95	 0.313	  81	1100.84	1100.84	CN  	CN0-0Q_{2}14.5   	Q8 	A
 9083.80	 0.154	  30	1100.86	1100.86	CN  	CN0-0P_{21}15.5  	Q8 	B
 9083.50	 0.203	  18	1100.90	1100.90	CN  	CN0-0R_{12}8.5   	Q8 	B
 9083.40	 0.283	  76	1100.91	1100.91	CN  	CN0-0Q_{1}9.5    	Q8 	A
 9083.14	 0.069	  12	1100.94	       	U   	                 	Q8 	F
 9082.99	 0.100	  15	1100.96	1100.96	CN  	CN0-0P_{1}2.5    	Q8 	A
 9082.94	 0.082	   6	1100.97	1100.96	CN  	CN0-0Q_{12}1.5   	Q8 	B
 9082.49	 0.065	  11	1101.02	1101.01	CN  	CN0-0R_{21}42.5  	S  	A
 9082.03	 0.249	  69	1101.08	1101.08	CN  	CN0-0R_{1}24.5   	X  	A
 9080.57	 0.256	  18	1101.25	1101.25	CN  	CN0-0R_{12}9.5   	X  	B
 9080.52	 0.295	  73	1101.26	1101.26	CN  	CN0-0Q_{1}10.5   	X  	A
 9079.91	 0.108	  18	1101.33	1101.33	CN  	CN0-0P_{1}3.5    	X  	A
 9079.96	 0.106	   9	1101.33	1101.33	CN  	CN0-0Q_{12}2.5   	X  	B
 9079.56	 0.266	  89	1101.37	1101.38	CN  	CN0-0R_{2}26.5   	X  	A
 9079.36	 0.123	  18	1101.40	1101.40	CN  	CN0-0Q_{21}27.5  	X  	B
 9078.00	 0.162	  47	1101.56	1101.57	CN  	CN0-0P_{2}9.5    	S  	A
 9077.54	 0.351	  69	1101.62	1101.62	CN  	CN0-0Q_{2}15.5   	Q7 	A
 9077.49	 0.352	  11	1101.63	1101.63	CN  	CN0-0P_{21}16.5  	Q7 	B
 9077.44	 0.303	  47	1101.63	1101.63	FeI 	                 	Q7 	B
 9077.19	 0.322	  85	1101.66	1101.66	CN  	CN0-0Q_{1}11.5   	Q7 	A
 9077.24	 0.297	  19	1101.66	1101.65	CN  	CN0-0R_{12}10.5  	Q7 	B
 9077.09	 0.222	  14	1101.67	1101.67	SiI 	                 	Q7 	B
 9077.04	 0.156	   2	1101.68	1101.68	CN  	CN2-1P_{2}79.5   	Q7 	B
 9076.43	 0.300	  71	1101.75	1101.75	CN  	CN0-0R_{1}25.5   	T  	A
 9076.38	 0.267	  17	1101.76	1101.76	CN  	CN0-0P_{1}5.5    	T  	B
 9076.33	 0.187	  10	1101.77	1101.76	CN  	CN0-0Q_{12}3.5   	T  	B
 9075.98	 0.035	   8	1101.81	       	CN  	13CN0-0Q_{2}16.5 	S  	F
 9075.68	 0.249	  77	1101.85	1101.85	CrI 	                 	S  	A
 9074.97	 0.021	   4	1101.93	       	U   	                 	X  	F
 9074.42	 0.017	   3	1102.00	       	CN  	13CN0-0R_{1}26.5 	S  	F
 9073.61	 0.471	 136	1102.10	1102.10	SiI 	                 	Q4 	A
 9073.51	 0.430	  14	1102.11	1102.11	CN  	CN0-0R_{12}11.5  	Q4 	B
 9073.46	 0.378	  66	1102.12	1102.12	CN  	CN0-0Q_{1}12.5   	Q4 	B
 9073.26	 0.066	   6	1102.14	1102.14	CN  	CN0-0R_{21}43.5  	Q4 	B
 9072.96	 0.025	   6	1102.18	1102.18	CN  	13CN0-0Q_{1}13.5 	S  	E
 9072.40	 0.278	  18	1102.24	1102.24	CN  	CN0-0P_{1}4.5    	Q5 	B
 9072.35	 0.271	  62	1102.25	1102.25	CN  	CN0-0R_{2}27.5   	Q5 	B
 9072.30	 0.207	  13	1102.26	1102.25	CN  	CN0-0Q_{12}4.5   	Q5 	B
 9072.20	 0.125	  12	1102.27	1102.27	CN  	CN0-0Q_{21}28.5  	Q5 	B
 9072.05	 0.065	  12	1102.29	1102.29	KI  	                 	Q5 	A
 9071.64	 0.012	   2	1102.34	1102.34	CN  	CN0-0P_{12}2.5   	X  	B
 9071.39	 0.032	   6	1102.37	1102.37	FeI 	                 	S  	B
 9070.79	 0.321	  95	1102.44	1102.44	CN  	CN0-0Q_{2}16.5   	T  	A
 9070.74	 0.284	  15	1102.45	1102.45	CN  	CN0-0P_{21}17.5  	T  	B
 9070.49	 0.278	  76	1102.48	1102.48	CN  	CN0-0R_{1}26.5   	T  	A
 9070.03	 0.045	   4	1102.53	1102.53	CN  	CN2-1P_{1}80.5   	T  	B
 9069.88	 0.076	  15	1102.55	1102.57	KI  	                 	T  	B
 9069.68	 0.184	  52	1102.57	1102.58	CN  	CN0-0P_{2}10.5   	T  	A
 9069.28	 0.274	  69	1102.62	1102.62	CN  	CN0-0Q_{1}13.5   	D  	A
 9069.33	 0.236	  13	1102.62	1102.61	CN  	CN0-0R_{12}12.5  	D  	B
 9068.37	 0.018	   5	1102.73	1102.71	CN  	13CN0-0Q_{1}14.5 	X  	E
 9067.92	 0.186	  28	1102.79	1102.79	CN  	CN0-0P_{1}6.5    	D  	A
 9067.87	 0.160	  24	1102.80	1102.79	CN  	CN0-0Q_{12}5.5   	D  	B
 9066.35	 0.143	  30	1102.98	1102.98	FeI 	                 	X  	A
 9065.95	 0.175	  32	1103.03	       	U   	                 	S  	F
 9064.84	 0.360	  14	1103.16	1103.17	CN  	CN0-0R_{12}13.5  	X  	B
 9064.89	 0.314	  65	1103.16	1103.16	CN  	CN0-0R_{2}28.5   	X  	B
 9064.79	 0.378	   4	1103.17	1103.17	CN  	CN0-0P_{12}3.5   	X  	B
 9064.74	 0.378	  79	1103.18	1103.18	CN  	CN0-0Q_{1}14.5   	X  	A
 9064.69	 0.352	  12	1103.18	1103.18	CN  	CN0-0Q_{21}29.5  	X  	B
 9064.09	 0.245	  74	1103.25	1103.25	CN  	CN0-0R_{1}27.5   	X  	A
 9063.74	 0.325	  93	1103.30	1103.30	CN  	CN0-0Q_{2}17.5   	X  	A
 9063.63	 0.243	  13	1103.31	1103.31	CN  	CN0-0P_{21}18.5  	X  	B
 9063.58	 0.164	   3	1103.32	1103.31	CN  	CN0-0R_{21}44.5  	X  	B
 9063.03	 0.168	  27	1103.38	1103.38	CN  	CN0-0Q_{12}6.5   	D  	B
 9062.98	 0.165	  26	1103.39	1103.39	CN  	CN0-0P_{1}7.5    	D  	A
 9062.58	 0.008	   1	1103.44	       	CN  	^13CN0-0R_{2}29.5	X  	F
 9061.97	 0.139	  31	1103.51	1103.51	MgI 	                 	D  	A
 9062.02	 0.136	   7	1103.51	1103.51	MgI 	                 	D  	B
 9061.57	 0.075	  21	1103.56	       	U   	                 	S  	F
 9061.12	 0.175	  56	1103.62	1103.62	CN  	CN0-0P_{2}11.5   	S  	A
 9060.66	 0.053	  11	1103.67	1103.67	MgI 	                 	D  	A
 9060.61	 0.046	   4	1103.68	1103.67	MgI 	                 	D  	B
 9060.06	 0.038	   6	1103.75	1103.75	MgI 	                 	T  	B
 9059.86	 0.194	  17	1103.77	1103.77	CN  	CN0-0R_{12}14.5  	T  	B
 9059.76	 0.315	 102	1103.78	1103.79	CN  	CN0-0Q_{1}15.5   	T  	A
 9058.70	 0.018	   3	1103.91	1103.92	CN  	13CN0-0Q_{1}16.5 	X  	E
 9058.20	 0.002	   1	1103.97	       	CN  	^13CN0-0P_{2}12.5	X  	F
 9057.54	 0.229	  28	1104.05	1104.04	CN  	CN0-0P_{1}8.5    	X  	A
 9057.59	 0.229	  26	1104.05	1104.04	CN  	CN0-0Q_{12}7.5   	X  	B
 9057.49	 0.252	   6	1104.06	1104.06	CN  	CN0-0P_{12}4.5   	X  	B
 9057.44	 0.278	  77	1104.06	1104.07	CN  	CN0-0R_{1}28.5   	X  	A
 9056.99	 0.226	  74	1104.12	1104.12	CN  	CN0-0R_{2}29.5   	X  	A
 9056.69	 0.128	  15	1104.16	1104.14	CN  	CN0-0Q_{21}30.5  	X  	B
 9056.34	 0.311	 114	1104.20	1104.20	CN  	CN0-0Q_{2}18.5   	X  	A
 9056.14	 0.109	  15	1104.22	1104.22	CN  	CN0-0P_{21}19.5  	X  	B
 9055.18	 0.022	   4	1104.34	1104.34	SiI 	                 	X  	B
 9054.78	 0.118	  29	1104.39	1104.39	CN  	13CN0-0Q_{2}19.5 	X  	E
 9054.63	 0.097	  12	1104.41	       	CN  	^13CN0-0R_{2}30.5	X  	F
 9054.42	 0.274	  11	1104.43	1104.43	CN  	CN0-0R_{12}15.5  	X  	B
 9054.37	 0.333	  65	1104.44	1104.44	CN  	CN0-0Q_{1}16.5   	X  	A
 9053.62	 0.017	   4	1104.53	1104.53	CN  	CN0-0R_{21}45.5  	D  	B
 9053.47	 0.036	   7	1104.55	1104.53	CeII	                 	D  	F
 9053.12	 0.043	  12	1104.59	1104.59	CN  	13CN0-0Q_{1}17.5 	S  	E
 9052.16	 0.195	  62	1104.71	1104.71	CN  	CN0-0P_{2}12.5   	Q4 	A
 9051.81	 0.239	  44	1104.75	1104.75	CN  	CN0-0P_{1}9.5    	Q4 	A
 9051.86	 0.231	  35	1104.75	1104.74	CN  	CN0-0Q_{12}8.5   	Q4 	B
 9051.71	 0.152	  25	1104.76	1104.76	CrI 	                 	Q4 	A
 9050.90	 0.091	  20	1104.86	1104.86	FeI 	                 	X  	B
 9050.30	 0.240	  75	1104.94	1104.94	CN  	CN0-0R_{1}29.5   	D  	A
 9050.10	 0.061	   1	1104.96	       	CN  	^13CN0-0P_{1}10.5	D  	F
 9049.70	 0.035	   9	1105.01	1105.01	CN  	CN0-0P_{12}5.5   	S  	B
 9049.40	 0.011	   2	1105.05	       	CN  	^13CN0-0P_{2}13.5	X  	F
 9048.79	 0.300	  52	1105.12	1105.12	CN  	CN0-0R_{2}30.5   	Q6 	B
 9048.69	 0.384	  71	1105.13	1105.14	CN  	CN0-0Q_{2}19.5   	Q6 	B
 9048.74	 0.350	  10	1105.13	1105.13	CN  	CN0-0R_{12}16.5  	Q6 	B
 9048.59	 0.430	  69	1105.14	1105.15	CN  	CN0-0Q_{1}17.5   	Q6 	A
 9048.64	 0.416	   9	1105.14	1105.15	CN  	CN0-0Q_{21}31.5  	Q6 	B
 9048.54	 0.406	   9	1105.15	1105.16	CN  	CN0-0P_{21}20.5  	Q6 	B
 9047.94	 0.022	   5	1105.22	       	CN  	13CN0-0R_{1}30.5 	X  	F
 9047.28	 0.009	   1	1105.30	1105.30	CN  	13CN0-0Q_{1}18.5 	X  	E
 9046.88	 0.017	   4	1105.35	1105.36	CN  	13CN0-0Q_{2}20.5 	X  	E
 9046.43	 0.016	   3	1105.41	       	CN  	^13CN0-0R_{2}31.5	X  	F
 9045.68	 0.121	  23	1105.50	1105.50	CN  	CN0-0Q_{12}9.5   	X  	B
 9045.58	 0.198	  31	1105.51	1105.51	CN  	CN0-0P_{1}10.5   	X  	A
 9044.37	 0.052	  16	1105.66	1105.65	FeI 	                 	X  	B
 9043.82	 0.052	   9	1105.73	1105.73	ZnI 	                 	X  	A
 9043.21	 0.014	   2	1105.80	1105.80	CN  	CN0-0R_{21}46.5  	Q5 	B
 9043.01	 0.188	  51	1105.83	1105.83	CN  	CN0-0P_{2}13.5   	Q5 	B
 9042.86	 0.313	  79	1105.84	1105.85	CN  	CN0-0R_{1}30.5   	Q5 	A
 9042.51	 0.164	  15	1105.89	1105.89	CN  	CN0-0R_{12}17.5  	Q5 	B
 9042.36	 0.316	 103	1105.91	1105.91	CN  	CN0-0Q_{1}18.5   	Q5 	A
 9041.51	 0.026	   6	1106.01	1106.01	CN  	CN0-0P_{12}6.5   	X  	A
 9041.21	 0.046	   9	1106.05	       	U   	                 	Q4 	F
 9041.10	 0.047	   4	1106.06	       	U   	                 	Q4 	F
 9040.95	 0.090	  20	1106.08	1106.08	FeI 	                 	Q4 	B
 9040.85	 0.066	   7	1106.09	1106.08	CN  	13CN0-0Q_{1}19.5 	Q4 	E
 9040.50	 0.328	 106	1106.13	1106.13	CN  	CN0-0Q_{2}20.5   	X  	A
 9040.40	 0.257	  13	1106.15	1106.15	CN  	CN0-0P_{21}21.5  	X  	B
 9040.20	 0.275	  76	1106.17	1106.17	CN  	CN0-0R_{2}31.5   	X  	A
 9039.95	 0.055	  12	1106.20	1106.20	CN  	CN0-0Q_{21}32.5  	X  	B
 9039.45	 0.071	  11	1106.26	1106.26	ErII	                 	X  	B
